ID_Incident,WaktuKey,LokasiKey,JenisSeranganKey,TimResponKey,DurasiRespon,JumlahDataTerenam,StatusPenanganan
1495,342,2,3,18,439,129,selesai
1496,279,1,5,17,469,1520,selesai
1497,769,1,2,11,345,8798,pending
1498,657,1,6,13,80,7552,selesai
1499,968,3,1,5,255,4630,selesai
1500,198,3,5,3,368,8020,pending
1501,496,3,3,16,304,1328,selesai
1502,621,1,3,20,367,3334,selesai
1503,292,2,5,15,447,9565,pending
1504,494,1,4,14,187,8339,selesai
1505,765,1,5,15,342,9689,pending
1506,406,3,5,1,401,7706,selesai
1507,820,3,5,20,228,5766,pending
1508,343,3,2,19,455,6882,selesai
1509,264,3,4,17,228,3801,pending
1510,978,2,2,14,449,5211,selesai
1511,785,2,1,3,422,6452,selesai
1512,156,3,4,20,174,8798,selesai
1513,538,2,6,19,76,4161,selesai
1514,674,2,3,14,205,5124,selesai
1515,146,2,4,4,320,1246,selesai
1516,782,1,4,13,434,2477,selesai
1517,629,3,4,12,341,3662,selesai
1518,756,1,4,2,180,5703,selesai
1519,866,2,2,11,180,622,selesai
1520,886,2,5,12,309,153,selesai
1521,995,2,5,18,349,8994,selesai
1522,444,3,4,20,207,1900,selesai
1523,408,3,2,2,351,5874,selesai
1524,128,1,4,13,396,8602,selesai
1525,712,2,2,3,221,1808,selesai
1526,294,3,3,18,82,339,selesai
1527,746,2,3,5,429,4758,selesai
1528,170,2,5,7,366,7640,selesai
1529,624,1,1,10,11,5617,selesai
1530,322,1,6,16,362,9569,selesai
1531,568,1,3,2,428,3054,pending
1532,645,3,1,18,279,4571,selesai
1533,830,3,1,16,217,8851,selesai
1534,813,1,4,16,361,6054,selesai
1535,1051,1,6,8,151,88,selesai
1536,1003,1,5,4,240,5925,selesai
1537,695,1,4,11,494,5895,pending
1538,353,3,5,19,117,1369,selesai
1539,311,3,3,3,37,7862,selesai
1540,392,1,1,6,8,772,selesai
1541,582,2,3,16,161,509,selesai
1542,372,3,6,10,171,1390,selesai
1543,114,3,1,4,182,5490,selesai
1544,1082,2,4,18,229,5546,pending
1545,896,3,3,8,79,1064,pending
1546,165,1,3,12,143,2807,pending
1547,600,3,5,11,15,5154,selesai
1548,863,2,2,15,172,7185,selesai
1549,208,3,3,6,254,4637,selesai
1550,543,1,2,13,66,282,pending
1551,389,2,6,12,261,6600,selesai
1552,780,3,6,7,449,9709,selesai
1553,996,3,2,13,346,7866,selesai
1554,474,1,3,1,384,5913,selesai
1555,506,2,2,9,65,3506,selesai
1556,505,2,6,18,261,9912,selesai
1557,332,3,6,4,325,1487,pending
1558,770,1,5,10,294,6521,selesai
1559,597,2,3,18,381,1101,selesai
1560,1045,3,5,4,307,206,selesai
1561,760,2,6,12,463,6062,selesai
1562,717,1,3,14,44,2327,selesai
1563,262,2,3,3,175,1363,selesai
1564,246,2,4,9,154,6856,selesai
1565,792,1,4,19,143,7169,pending
1566,120,2,5,19,334,5080,selesai
1567,760,3,5,4,407,810,pending
1568,963,2,1,2,16,7091,selesai
1569,745,1,3,11,464,9059,selesai
1570,257,1,2,6,256,9535,selesai
1571,945,2,1,7,192,3221,selesai
1572,1014,1,5,5,73,8418,selesai
1573,371,2,3,9,414,8010,selesai
1574,283,3,6,13,259,6378,selesai
1575,1037,2,4,8,318,5424,selesai
1576,554,2,1,10,384,8918,selesai
1577,552,2,6,7,252,6376,selesai
1578,258,2,4,14,227,9334,selesai
1579,142,2,1,17,403,2196,pending
1580,697,3,2,9,262,9966,selesai
1581,699,1,6,20,202,4694,selesai
1582,290,2,4,8,495,7232,selesai
1583,62,2,5,1,427,9212,selesai
1584,623,3,3,9,32,4892,pending
1585,93,3,2,1,48,7875,selesai
1586,32,3,3,19,266,804,selesai
1587,930,2,5,3,40,2978,selesai
1588,9,1,3,8,456,9783,pending
1589,98,1,4,10,308,4128,selesai
1590,523,2,3,8,152,2594,selesai
1591,963,2,5,20,53,7526,selesai
1592,300,3,5,7,122,383,selesai
1593,580,2,6,15,47,1085,pending
1594,78,3,4,19,321,1445,selesai
1595,434,1,5,2,481,123,selesai
1596,859,2,2,15,213,14,selesai
1597,674,1,2,15,80,757,selesai
1598,426,2,2,17,197,6312,selesai
1599,323,2,5,18,195,5107,selesai
1600,212,2,4,17,330,8269,selesai
1601,921,2,4,20,312,6356,pending
1602,1077,1,5,12,469,2229,selesai
1603,1032,2,2,4,178,3831,selesai
1604,526,1,3,5,89,7084,selesai
1605,556,1,5,19,230,1844,selesai
1606,964,2,2,20,347,9383,pending
1607,90,2,6,10,97,15,selesai
1608,971,1,4,18,216,913,selesai
1609,1035,3,4,4,242,1261,selesai
1610,422,1,4,10,435,9960,selesai
1611,749,2,4,17,380,3307,pending
1612,844,1,2,8,434,9942,selesai
1613,303,1,4,20,11,8886,pending
1614,750,1,1,9,55,4019,selesai
1615,1071,2,4,8,353,4272,selesai
1616,785,1,3,8,337,8894,pending
1617,375,1,2,9,282,9593,selesai
1618,601,2,6,8,134,1196,selesai
1619,988,3,4,6,250,3884,selesai
1620,469,3,4,8,429,6944,pending
1621,136,3,1,3,344,3163,selesai
1622,674,3,5,19,40,3056,selesai
1623,528,2,1,19,7,1591,selesai
1624,163,1,5,7,167,230,selesai
1625,837,1,1,6,63,4976,selesai
1626,686,3,2,18,65,9976,selesai
1627,514,3,1,16,169,9311,pending
1628,858,2,2,9,179,6724,selesai
1629,593,1,4,10,178,5062,pending
1630,750,3,3,17,421,6914,selesai
1631,115,2,5,14,15,2970,selesai
1632,929,2,4,8,365,1357,pending
1633,806,2,2,6,91,7320,selesai
1634,391,2,2,8,11,6163,selesai
1635,472,3,2,10,437,6529,selesai
1636,1058,2,4,4,119,5475,selesai
1637,179,3,1,19,83,7556,selesai
1638,1083,1,5,9,261,5893,pending
1639,94,3,4,7,408,995,pending
1640,1002,3,2,13,27,6868,selesai
1641,727,1,4,4,373,9107,selesai
1642,1073,1,5,13,446,3682,selesai
1643,451,1,1,12,164,332,selesai
1644,107,2,2,4,18,6337,selesai
1645,225,2,4,16,401,4111,selesai
1646,25,3,6,7,471,7211,selesai
1647,886,3,2,14,35,7884,pending
1648,65,2,3,14,128,9598,selesai
1649,364,1,5,15,157,3045,selesai
1650,855,1,3,9,22,3091,selesai
1651,1067,2,6,9,54,318,selesai
1652,13,2,6,7,147,444,selesai
1653,585,3,1,19,151,7674,selesai
1654,380,3,6,19,128,9860,selesai
1655,202,3,2,17,75,6747,selesai
1656,431,2,2,7,74,9189,selesai
1657,1030,2,6,14,425,6386,selesai
1658,651,2,5,13,193,2543,selesai
1659,68,2,1,10,360,2351,selesai
1660,909,1,4,13,213,9279,pending
1661,621,1,2,16,334,5784,selesai
1662,345,3,4,11,306,2299,selesai
1663,301,3,4,15,392,626,selesai
1664,827,2,1,17,162,7377,selesai
1665,389,2,5,18,167,9896,selesai
1666,821,1,4,19,434,689,pending
1667,138,3,6,9,335,4409,selesai
1668,834,3,4,5,25,8342,pending
1669,1008,3,4,12,489,2821,selesai
1670,1071,3,4,15,347,3464,selesai
1671,185,3,5,2,253,6016,selesai
1672,174,1,5,1,112,3968,selesai
1673,747,1,6,1,154,6969,selesai
1674,565,3,2,4,482,5233,selesai
1675,111,1,5,19,148,8230,pending
1676,101,2,4,12,35,9939,selesai
1677,831,3,3,11,318,6584,selesai
1678,515,3,3,18,197,1386,selesai
1679,208,2,5,4,207,39,selesai
1680,15,3,2,20,454,53,selesai
1681,926,3,2,16,239,6698,selesai
1682,64,2,5,7,264,884,selesai
1683,338,1,2,15,316,1599,selesai
1684,523,2,1,8,342,3067,selesai
1685,72,3,4,9,321,4119,selesai
1686,786,2,6,20,464,9013,selesai
1687,589,3,4,3,115,4176,selesai
1688,16,2,4,6,262,9094,selesai
1689,336,1,2,19,355,1787,selesai
1690,91,1,3,7,74,6515,selesai
1691,742,3,2,19,472,7450,pending
1692,592,2,1,6,99,1052,selesai
1693,472,1,5,4,419,9594,selesai
1694,712,3,3,10,236,4910,selesai
1695,420,3,6,3,94,4750,selesai
1696,951,1,1,8,69,3292,selesai
1697,66,1,3,10,245,5074,selesai
1698,328,2,6,2,378,9642,selesai
1699,600,1,5,20,176,8520,selesai
1700,499,2,2,18,254,4312,selesai
1701,518,1,4,16,384,7154,selesai
1702,931,3,6,4,422,6758,selesai
1703,510,2,1,5,200,5597,selesai
1704,961,3,1,20,168,9255,selesai
1705,1,2,2,7,350,9815,selesai
1706,61,3,5,17,361,2007,selesai
1707,569,1,4,10,468,3589,selesai
1708,198,3,1,17,184,7882,selesai
1709,343,1,1,20,410,5300,selesai
1710,127,1,2,4,219,1518,selesai
1711,872,1,5,14,350,3718,selesai
1712,454,3,1,19,242,9384,selesai
1713,183,3,4,11,158,8288,selesai
1714,1092,3,5,5,460,7473,selesai
1715,525,1,5,4,445,4177,selesai
1716,63,3,3,6,49,1624,selesai
1717,19,3,2,8,8,1294,pending
1718,120,2,2,20,230,7088,selesai
1719,1023,2,3,16,166,3101,selesai
1720,553,2,1,17,312,6586,selesai
1721,52,1,6,4,67,459,selesai
1722,65,2,2,8,368,1676,selesai
1723,772,1,4,13,338,2058,selesai
1724,458,2,6,11,397,7407,selesai
1725,747,1,2,16,423,3879,selesai
1726,217,3,4,3,65,4252,selesai
1727,532,2,2,1,405,5231,selesai
1728,1007,3,6,8,142,6262,selesai
1729,78,1,5,2,344,4808,selesai
1730,496,1,4,3,369,3491,pending
1731,1033,1,5,11,323,8668,selesai
1732,360,3,3,19,415,622,selesai
1733,241,3,2,8,372,7783,pending
1734,873,3,4,14,155,8224,selesai
1735,890,1,5,3,72,824,selesai
1736,186,2,1,5,480,751,selesai
1737,976,2,3,4,98,5320,selesai
1738,419,1,5,17,313,5742,selesai
1739,143,1,6,10,475,6629,selesai
1740,759,1,6,14,72,7777,selesai
1741,314,1,3,18,369,2159,selesai
1742,192,1,6,9,24,3410,selesai
1743,798,3,6,16,37,5983,selesai
1744,271,2,6,14,342,9693,selesai
1745,652,2,4,13,496,1596,selesai
1746,838,1,1,17,244,7752,selesai
1747,226,1,1,11,314,3352,selesai
1748,994,1,6,13,98,4618,selesai
1749,811,1,2,17,386,4175,selesai
1750,955,3,2,1,465,9248,selesai
1751,71,3,4,5,436,2314,selesai
1752,961,3,6,3,482,3727,pending
1753,665,1,3,17,496,2648,selesai
1754,689,2,3,8,240,7700,selesai
1755,215,3,4,12,330,7873,selesai
1756,546,1,6,14,463,9204,selesai
1757,195,3,5,1,313,6384,selesai
1758,710,2,6,18,481,5156,selesai
1759,626,1,1,20,472,2862,selesai
1760,58,2,2,10,80,8949,selesai
1761,22,1,2,4,286,5449,selesai
1762,544,2,6,4,280,7485,selesai
1763,1031,3,6,3,124,665,pending
1764,929,3,5,20,64,7022,selesai
1765,719,1,5,15,216,5184,selesai
1766,240,1,6,16,279,2061,pending
1767,931,2,6,7,313,3620,pending
1768,441,3,6,9,163,5950,selesai
1769,275,3,1,14,341,7372,pending
1770,837,3,2,16,382,6855,selesai
1771,677,3,2,7,444,5605,selesai
1772,637,1,4,6,197,5815,selesai
1773,49,2,3,19,131,903,selesai
1774,531,3,1,19,54,760,pending
1775,18,2,2,6,131,1012,selesai
1776,1062,1,6,5,471,4106,selesai
1777,142,1,4,16,101,8474,selesai
1778,14,3,5,8,58,9200,pending
1779,957,3,4,7,129,1974,selesai
1780,698,1,5,6,436,111,selesai
1781,447,3,4,9,470,4015,pending
1782,151,1,5,7,185,6250,selesai
1783,750,2,1,7,352,1708,selesai
1784,644,1,4,13,283,9527,pending
1785,41,3,1,3,419,2116,selesai
1786,70,2,3,20,31,6511,selesai
1787,343,3,5,8,344,5695,selesai
1788,1012,2,4,14,39,2313,selesai
1789,1030,2,3,18,49,5724,selesai
1790,412,2,5,6,432,7679,selesai
1791,254,1,2,11,425,6726,selesai
1792,661,2,2,20,327,7123,selesai
1793,936,3,6,16,163,7825,selesai
1794,975,1,2,10,315,8725,selesai
1795,212,1,3,16,5,8378,pending
1796,1092,1,5,10,107,7319,selesai
1797,261,2,2,5,204,3422,selesai
1798,1051,1,2,2,240,997,selesai
1799,103,2,4,1,78,9632,selesai
1800,335,2,1,4,376,9183,selesai
1801,816,3,2,12,5,416,pending
1802,25,3,6,19,246,737,selesai
1803,482,3,4,10,324,5111,selesai
1804,479,3,1,15,493,1743,selesai
1805,298,1,1,6,162,2817,pending
1806,301,3,2,16,34,818,pending
1807,1033,1,5,20,493,24,pending
1808,183,3,1,6,249,7487,selesai
1809,1055,1,3,9,470,5977,selesai
1810,846,1,5,16,84,690,selesai
1811,627,3,2,4,313,7448,selesai
1812,1071,1,3,6,76,4437,selesai
1813,209,3,4,5,212,732,selesai
1814,263,2,3,7,257,159,selesai
1815,881,1,6,2,477,2851,selesai
1816,718,1,6,13,101,7891,selesai
1817,943,1,2,16,75,7824,selesai
1818,819,1,5,13,212,9572,selesai
1819,613,1,1,15,365,19,selesai
1820,108,1,6,2,152,4673,selesai
1821,938,1,5,20,249,1490,selesai
1822,429,3,4,5,328,5690,selesai
1823,828,2,4,10,156,6457,selesai
1824,917,3,3,1,445,4053,selesai
1825,845,3,3,15,34,7294,selesai
1826,893,2,2,18,215,9494,selesai
1827,645,1,5,10,123,9346,selesai
1828,880,1,2,2,442,2295,selesai
1829,528,2,6,12,251,9215,selesai
1830,882,2,3,17,468,2286,selesai
1831,84,1,2,10,391,977,selesai
1832,822,1,3,19,203,3757,pending
1833,64,3,1,12,205,1430,pending
1834,642,2,2,15,358,249,pending
1835,664,3,3,12,91,8428,selesai
1836,1023,3,3,20,243,1154,pending
1837,95,1,3,15,384,8173,selesai
1838,1082,3,1,14,431,42,selesai
1839,195,3,1,10,84,7014,selesai
1840,47,3,5,3,355,5713,selesai
1841,961,1,4,7,295,7753,selesai
1842,324,1,5,19,368,2441,pending
1843,641,2,1,13,265,1626,selesai
1844,634,3,3,2,301,6180,selesai
1845,70,3,4,12,51,7696,selesai
1846,756,2,2,12,102,5636,selesai
1847,997,3,1,15,90,1948,selesai
1848,522,1,3,7,164,3714,selesai
1849,105,3,4,9,413,2086,selesai
1850,1029,1,5,20,122,4144,selesai
1851,1034,2,5,5,145,2558,selesai
1852,399,1,5,12,200,1457,pending
1853,393,3,6,2,119,4435,selesai
1854,884,1,2,7,228,9718,selesai
1855,1002,1,6,7,309,5567,selesai
1856,389,2,2,3,38,5539,selesai
1857,708,2,2,13,308,9593,selesai
1858,857,1,5,17,443,292,selesai
1859,1076,1,4,14,39,625,selesai
1860,826,3,2,15,106,5305,selesai
1861,644,3,1,7,117,7840,selesai
1862,613,2,3,9,21,1578,selesai
1863,835,1,3,5,15,8842,selesai
1864,31,3,1,15,103,19,selesai
1865,755,3,5,16,110,7887,selesai
1866,59,2,5,1,431,188,selesai
1867,961,3,6,5,183,6118,selesai
1868,832,2,3,11,238,1311,selesai
1869,28,2,6,14,65,9801,selesai
1870,770,2,3,1,439,6957,selesai
1871,1055,3,5,19,393,9615,selesai
1872,511,3,1,4,177,7870,selesai
1873,9,2,6,3,180,3868,selesai
1874,406,2,5,6,472,1785,pending
1875,721,1,3,7,210,2289,selesai
1876,454,3,5,11,349,8957,selesai
1877,158,2,4,18,453,2165,selesai
1878,742,3,3,3,161,8348,selesai
1879,381,1,3,7,399,483,selesai
1880,963,3,5,12,424,3903,pending
1881,613,2,3,16,98,7340,selesai
1882,398,1,2,14,469,8068,selesai
1883,974,2,4,14,452,1200,selesai
1884,61,1,2,15,21,7387,pending
1885,937,1,2,1,381,4815,selesai
1886,431,3,4,15,388,2904,selesai
1887,861,2,2,6,129,998,selesai
1888,1064,1,6,19,275,2188,selesai
1889,751,3,1,6,458,4033,selesai
1890,1036,2,5,14,452,9679,selesai
1891,408,3,5,10,413,6599,pending
1892,1082,3,4,17,47,8182,pending
1893,1052,1,3,7,82,835,selesai
1894,1044,3,6,8,466,5104,selesai
1895,87,2,3,20,135,6870,selesai
1896,768,3,4,14,144,9288,selesai
1897,126,3,2,7,375,3616,selesai
1898,32,1,3,5,218,4227,selesai
1899,1009,3,6,18,167,1207,selesai
1900,690,2,1,3,281,4217,selesai
1901,618,3,6,13,144,5746,selesai
1902,48,1,2,13,386,645,selesai
1903,398,2,3,7,436,8292,selesai
1904,510,3,2,2,69,7961,pending
1905,875,1,5,20,120,3658,selesai
1906,987,1,4,16,457,1532,selesai
1907,995,1,4,18,419,8278,selesai
1908,639,1,1,15,471,1490,selesai
1909,467,2,4,13,476,4069,pending
1910,682,2,2,14,311,8361,selesai
1911,907,3,4,8,15,6742,pending
1912,197,1,2,7,416,226,pending
1913,864,2,5,12,362,1487,selesai
1914,59,2,4,17,135,83,selesai
1915,839,2,3,12,336,1399,selesai
1916,635,3,2,5,363,7937,pending
1917,75,3,6,20,293,2332,selesai
1918,440,1,2,2,373,1880,selesai
1919,540,3,6,2,191,455,selesai
1920,253,3,1,18,154,8773,selesai
1921,89,1,1,12,420,259,selesai
1922,597,3,6,6,205,8701,selesai
1923,687,2,3,10,194,3645,selesai
1924,13,1,2,16,373,6067,selesai
1925,600,3,2,12,249,3430,selesai
1926,1005,1,6,4,311,6823,selesai
1927,820,1,3,17,378,6599,selesai
1928,340,3,6,1,299,2393,selesai
1929,123,3,1,7,288,5373,selesai
1930,463,1,6,20,50,3396,selesai
1931,1069,1,3,15,434,2232,selesai
1932,515,3,5,1,247,930,selesai
1933,709,2,5,7,179,9729,selesai
1934,786,2,1,19,464,7439,selesai
1935,624,3,4,5,61,6965,selesai
1936,27,3,4,15,144,6426,selesai
1937,474,1,4,14,193,5918,selesai
1938,1040,2,3,3,279,3288,selesai
1939,513,3,2,16,312,4725,selesai
1940,911,3,4,5,57,1219,pending
1941,58,3,5,19,454,9868,selesai
1942,97,3,1,13,209,168,selesai
1943,237,3,6,17,173,25,selesai
1944,61,2,3,18,133,1667,selesai
1945,482,1,6,14,157,9281,pending
1946,579,1,1,17,236,9267,selesai
1947,399,2,1,8,17,2144,selesai
1948,609,3,3,12,446,2163,pending
1949,472,1,6,3,51,7307,selesai
1950,298,3,1,8,299,3185,pending
1951,1046,1,2,15,178,8252,selesai
1952,47,3,1,3,160,4696,selesai
1953,330,3,2,9,63,9066,selesai
1954,595,1,2,7,399,8088,selesai
1955,835,3,3,7,120,9724,selesai
1956,1064,2,2,3,88,4641,selesai
1957,331,1,5,9,256,8345,selesai
1958,968,2,5,11,270,9177,selesai
1959,373,3,1,11,312,7487,selesai
1960,594,1,1,20,88,4247,selesai
1961,803,2,2,15,91,2406,selesai
1962,558,2,4,10,286,6368,selesai
1963,465,3,5,6,134,6206,selesai
1964,598,2,1,15,39,2744,selesai
1965,115,2,4,18,19,6575,selesai
1966,633,2,6,2,193,2351,selesai
1967,1071,2,5,15,298,755,selesai
1968,783,2,6,15,68,9772,pending
1969,149,2,2,12,279,9659,selesai
1970,686,3,2,10,87,1641,selesai
1971,65,2,4,6,264,8558,selesai
1972,272,3,5,15,299,5175,selesai
1973,971,1,5,9,118,995,selesai
1974,939,2,2,14,166,1392,selesai
1975,1077,1,5,19,373,2651,selesai
1976,201,2,2,1,275,7720,selesai
1977,254,1,1,16,335,7875,selesai
1978,625,1,3,10,149,2861,selesai
1979,287,1,1,11,224,1294,selesai
1980,37,3,4,20,139,2392,selesai
1981,649,3,5,18,497,2524,selesai
1982,1065,1,1,17,79,8128,selesai
1983,801,3,1,11,129,8749,selesai
1984,1034,2,6,19,456,840,selesai
1985,542,2,6,13,301,3141,selesai
1986,712,1,6,5,126,4028,pending
1987,443,3,1,1,66,2430,selesai
1988,727,1,5,20,21,7663,pending
1989,151,3,2,9,171,8177,selesai
1990,529,3,5,8,373,5749,selesai
1991,727,1,2,12,410,3192,selesai
1992,653,2,5,6,477,9562,selesai
1993,325,1,2,6,224,7580,selesai
1994,1026,2,4,2,332,8277,selesai
1995,252,1,4,13,263,516,selesai
1996,987,1,1,13,59,1944,selesai
1997,455,2,6,8,81,9016,selesai
1998,560,3,4,11,167,9412,selesai
1999,903,3,1,15,394,7948,selesai
2000,48,1,6,20,404,317,selesai
2001,1006,1,4,5,57,1188,pending
2002,594,1,2,13,349,7325,selesai
2003,1004,3,3,11,424,7350,selesai
2004,1095,2,2,19,43,2390,selesai
2005,978,2,6,3,366,3173,selesai
2006,991,2,2,11,23,7795,selesai
2007,109,2,1,10,202,1815,selesai
2008,749,1,2,10,126,8829,selesai
2009,789,2,3,18,27,2155,pending
2010,636,2,4,18,352,5280,selesai
2011,451,3,6,18,20,6135,selesai
2012,458,3,2,6,68,8213,pending
2013,510,3,1,6,269,7243,pending
2014,737,2,2,8,294,6359,pending
2015,330,3,4,13,312,7284,selesai
2016,435,1,2,6,439,6867,selesai
2017,842,2,4,7,247,962,selesai
2018,451,3,2,7,54,121,selesai
2019,186,2,5,7,441,9811,selesai
2020,346,2,1,1,58,3105,selesai
2021,941,3,2,11,352,8757,selesai
2022,580,3,5,19,302,6905,selesai
2023,30,3,3,3,417,3010,selesai
2024,963,2,3,4,390,7652,selesai
2025,473,1,2,13,432,4665,selesai
2026,523,2,5,9,105,5902,pending
2027,193,2,4,18,462,4455,selesai
2028,160,3,5,6,342,2420,selesai
2029,316,2,1,20,174,560,selesai
2030,434,2,1,1,245,1984,selesai
2031,813,3,2,1,439,5285,selesai
2032,229,2,2,18,486,2868,selesai
2033,216,1,1,12,299,276,selesai
2034,580,2,3,18,282,6728,selesai
2035,600,2,4,14,93,3957,pending
2036,317,1,6,19,346,9338,selesai
2037,557,1,3,5,179,5191,pending
2038,728,1,6,16,61,7244,selesai
2039,279,2,1,12,416,5684,selesai
2040,341,1,6,16,361,8082,selesai
2041,211,2,5,13,417,7537,pending
2042,383,1,2,7,153,3205,selesai
2043,17,1,2,11,269,9266,selesai
2044,1010,1,6,2,481,1205,selesai
2045,643,2,6,2,331,1837,selesai
2046,257,3,4,9,447,2099,selesai
2047,893,1,2,16,227,4339,selesai
2048,26,2,2,6,71,3671,selesai
2049,216,1,1,19,281,8709,selesai
2050,483,2,4,15,452,5752,selesai
2051,149,1,5,10,382,9526,selesai
2052,44,2,4,9,221,4884,selesai
2053,693,3,1,19,414,5148,selesai
2054,491,1,3,12,80,9373,pending
2055,710,3,3,15,301,8442,pending
2056,909,3,5,19,304,3022,selesai
2057,441,2,5,5,124,3843,selesai
2058,1007,1,3,7,280,9210,selesai
2059,425,3,6,5,206,7323,selesai
2060,365,1,4,15,391,4603,pending
2061,612,1,3,3,416,304,selesai
2062,786,1,4,1,470,6845,selesai
2063,43,3,5,13,176,4062,pending
2064,944,2,3,7,161,887,selesai
2065,9,2,1,13,392,8334,selesai
2066,965,1,1,6,308,7200,selesai
2067,362,3,5,8,460,8884,selesai
2068,437,3,3,13,457,8257,selesai
2069,772,3,3,1,154,2177,selesai
2070,910,1,5,3,306,1821,selesai
2071,138,1,2,18,221,2327,selesai
2072,511,2,1,14,278,1081,pending
2073,232,1,4,9,140,9275,selesai
2074,810,3,5,13,403,8111,selesai
2075,55,3,2,7,405,2973,selesai
2076,746,1,6,9,325,2103,selesai
2077,15,2,4,16,112,4680,selesai
2078,715,1,6,4,31,714,pending
2079,846,2,6,15,28,6837,selesai
2080,468,3,6,15,155,3624,pending
2081,87,2,5,6,410,8231,selesai
2082,717,2,6,11,418,9854,selesai
2083,433,1,1,16,308,3541,selesai
2084,225,2,6,7,432,638,selesai
2085,203,1,2,16,87,7606,selesai
2086,351,3,3,6,192,6429,selesai
2087,1001,3,2,7,264,7220,selesai
2088,426,2,4,17,277,8336,selesai
2089,598,2,1,6,77,807,selesai
2090,641,3,6,16,303,8335,selesai
2091,329,2,5,17,431,7819,pending
2092,697,3,3,10,439,4346,pending
2093,229,2,5,10,322,9287,selesai
2094,807,1,3,11,111,3305,selesai
2095,764,2,1,19,108,5262,selesai
2096,1001,2,1,19,482,706,selesai
2097,474,2,4,7,209,8353,selesai
2098,19,3,5,9,199,4675,selesai
2099,995,1,3,11,254,4398,selesai
2100,982,3,2,12,376,8262,pending
2101,1036,1,6,17,304,5018,pending
2102,1017,2,2,6,182,5539,selesai
2103,800,1,5,13,174,9603,selesai
2104,83,2,3,4,489,2084,selesai
2105,221,2,4,9,305,2105,selesai
2106,369,3,4,15,54,3835,pending
2107,298,2,5,5,120,228,selesai
2108,1060,3,1,17,375,5646,selesai
2109,489,2,2,13,390,5488,selesai
2110,643,1,4,6,81,2298,selesai
2111,138,2,2,6,289,2949,selesai
2112,305,1,1,6,11,59,pending
2113,57,3,2,7,76,2229,selesai
2114,128,2,3,12,207,4134,selesai
2115,37,3,5,14,300,1068,selesai
2116,791,1,3,15,205,836,pending
2117,722,2,5,1,480,7711,selesai
2118,12,3,1,6,100,2689,selesai
2119,3,3,4,3,192,5467,selesai
2120,864,2,2,10,47,9923,selesai
2121,504,1,3,5,85,5911,selesai
2122,44,2,5,3,445,5606,pending
2123,361,1,2,3,370,5653,selesai
2124,747,3,1,10,42,1932,selesai
2125,225,2,3,12,364,9421,selesai
2126,513,2,2,18,273,5508,selesai
2127,38,1,3,17,414,3470,pending
2128,1006,3,1,2,497,5194,selesai
2129,381,1,1,17,64,1811,selesai
2130,699,1,3,14,108,5820,selesai
2131,717,2,2,3,179,4083,selesai
2132,1050,2,5,3,87,3100,selesai
2133,610,1,1,11,284,2866,selesai
2134,1018,2,6,17,496,161,selesai
2135,619,2,2,12,193,7117,pending
2136,775,3,2,1,77,9033,selesai
2137,16,1,1,3,42,3004,selesai
2138,882,3,2,8,185,5065,selesai
2139,18,2,1,20,285,2544,pending
2140,537,2,4,18,439,8042,pending
2141,224,1,3,20,134,2247,pending
2142,797,1,2,13,22,6964,selesai
2143,816,3,6,6,16,1486,pending
2144,340,2,6,20,429,3936,selesai
2145,385,3,3,9,332,3658,selesai
2146,768,1,3,1,424,6239,selesai
2147,226,3,3,5,429,9459,selesai
2148,732,2,6,3,238,7210,selesai
2149,250,3,1,13,361,6116,selesai
2150,667,2,4,7,386,8366,selesai
2151,793,2,4,4,98,8983,pending
2152,236,3,4,7,170,4076,selesai
2153,477,1,6,4,221,2009,pending
2154,404,1,2,18,451,551,selesai
2155,533,1,1,8,68,5476,selesai
2156,123,1,2,3,262,9533,selesai
2157,388,1,1,5,430,2846,selesai
2158,224,1,3,4,270,8669,selesai
2159,895,2,2,9,278,3855,selesai
2160,722,2,2,10,96,6925,pending
2161,625,1,6,10,244,6990,selesai
2162,486,2,5,4,299,1837,selesai
2163,215,3,6,14,298,9877,selesai
2164,124,3,2,19,291,2450,selesai
2165,1075,2,5,18,471,2909,selesai
2166,611,3,3,18,233,3816,selesai
2167,145,1,5,10,315,5314,selesai
2168,715,1,1,3,187,4778,selesai
2169,820,3,5,7,83,4485,pending
2170,704,3,6,5,405,4005,selesai
2171,1012,2,2,2,343,9449,selesai
2172,907,1,2,12,411,5123,selesai
2173,804,1,5,10,226,901,selesai
2174,644,3,2,9,337,4280,selesai
2175,772,2,3,17,15,9808,pending
2176,319,3,6,15,18,5722,selesai
2177,152,3,2,7,89,474,pending
2178,628,2,5,17,418,7257,selesai
2179,533,2,1,20,166,7429,selesai
2180,776,1,3,15,427,7897,pending
2181,551,2,2,4,381,928,selesai
2182,269,3,1,9,242,6358,selesai
2183,767,3,4,3,325,5262,pending
2184,451,1,4,15,186,2885,selesai
2185,894,3,4,6,229,6980,selesai
2186,359,1,5,11,273,3583,pending
2187,267,1,1,13,303,3698,selesai
2188,1040,3,4,4,342,5096,selesai
2189,476,2,3,19,363,2256,selesai
2190,687,2,4,20,53,8227,selesai
2191,315,1,4,14,346,7518,selesai
2192,355,2,3,2,321,8892,selesai
2193,1054,2,3,14,5,6361,selesai
2194,614,1,4,7,176,7144,selesai
2195,713,2,2,10,284,1975,selesai
2196,283,2,6,2,5,9634,selesai
2197,872,2,2,3,133,1314,selesai
